title,description,category,averageRating,ratingsCount,thumbnail,authors,cluster
Memoirs of a Geisha,"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.In Memoirs of a Geisha, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most pow A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.In Memoirs of a Geisha, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable. ...more",Fiction,3.0,0.0,https://books.toscrape.com/media/cache/5e/4b/5e4b5ef50c54f173456606e70719cc84.jpg,Unknown,2
Like Never Before (Walker Family #2),"Maple Valley became Amelia Bentley's haven after her heart and her dreams of a family were shattered. But her new life as a newspaper editor is shaken when the small-town paper is in danger of closing. Her one hope: A lead on an intriguing story that just might impress the new publisher...if only she new who he was.After his biggest campaign success yet, widowed speechwrit Maple Valley became Amelia Bentley's haven after her heart and her dreams of a family were shattered. But her new life as a newspaper editor is shaken when the small-town paper is in danger of closing. Her one hope: A lead on an intriguing story that just might impress the new publisher...if only she new who he was.After his biggest campaign success yet, widowed speechwriter Logan Walker now has the chance of a lifetime--a spot on a presidential campaign. But his plans are interrupted when he finds out he's inherited his hometown newspaper. He travels home intent on selling the paper and spending some much-needed time with his young daughter before making the leap into national politics.But instead of a quick sale and peaceful break from his hectic career, Logan finds himself helping Amelia chase her story. She's scrappy, but wounded. He's dependable, but lost. They may butt heads more than expected, but a series of leads on Maple Valley's quirky unsolved mystery is just the start of the sparks that fly in the office and in their hearts. ...more",Christian Fiction,2.0,0.0,https://books.toscrape.com/media/cache/1b/38/1b3825668326e82038ba33bca646e0f3.jpg,Unknown,2
Life of Pi,"Life of Pi is a fantasy adventure novel by Yann Martel published in 2001. The protagonist, Piscine Molitor ""Pi"" Patel, a Tamil boy from Pondicherry, explores issues of spirituality and practicality from an early age. He survives 227 days after a shipwreck while stranded on a boat in the Pacific Ocean with a Bengal tiger named Richard Parker.",Default,4.0,0.0,https://books.toscrape.com/media/cache/24/10/2410311e3603f15637eccedd14ba1130.jpg,Unknown,1
Leave This Song Behind: Teen Poetry at Its Best,"It's been 10 years since the last book in the ""Teen Ink"" series"" Written in the Dirt ""was published. Now, a whole new batch of teen writers has emerged with their own unique voices. ""Leave This Song Behind"" features the best poetry submitted by those writers to ""Teen Ink"" over the last five years. The pieces in this book were chosen because they were so powerful that they It's been 10 years since the last book in the ""Teen Ink"" series"" Written in the Dirt ""was published. Now, a whole new batch of teen writers has emerged with their own unique voices. ""Leave This Song Behind"" features the best poetry submitted by those writers to ""Teen Ink"" over the last five years. The pieces in this book were chosen because they were so powerful that they stood out from the rest. ""Teen Ink"" editors took a deep look into each poem's strengths then divided ""Leave This Song Behind"" into seven sections based on the poetic techniques or qualities that moved them most. Vivid sensory details made some poems shine; others caught their attention with simple, sparse language. Still others were chosen because of their thoughtful use of form; compelling stories; strong figurative language; unexpected connections and wit; and fresh writing about familiar topics.Dig in and let these brave young voices capture your heart and mind with their passion, their pain, and their amazing poetry! ...more",Poetry,5.0,0.0,https://books.toscrape.com/media/cache/5e/ca/5eca840ed2d6f0f0d2f795922cb76741.jpg,Unknown,1
King's Folly (The Kinsman Chronicles #1),"The gods are angry.Volcanic eruptions, sinkholes, ground shakers--everything points to their unhappiness. At least that is what the king of Armania believes. His son, Prince Wilek, thinks his father's superstitions are nonsense, though he remains the ever dutiful heir apparent to the throne.When a messenger arrives and claims that the town of Farway has been swallowed by t The gods are angry.Volcanic eruptions, sinkholes, ground shakers--everything points to their unhappiness. At least that is what the king of Armania believes. His son, Prince Wilek, thinks his father's superstitions are nonsense, though he remains the ever dutiful heir apparent to the throne.When a messenger arrives and claims that the town of Farway has been swallowed by the earth, the king sends Wilek to investigate. But what Wilek discovers is more cataclysmic than one lost city. Even as the ground shifts beneath his feet, Wilek sets out on a desperate journey to save his people and his world. But can he do it before the entire land crumbles? ...more",Fantasy,5.0,0.0,https://books.toscrape.com/media/cache/fc/17/fc17b4149d87d9ee714dde082ede0ee9.jpg,Unknown,1
John Adams,"In this powerful, epic biography, David McCullough unfolds the adventurous life-journey of John Adams, the brilliant, fiercely independent, often irascible, always honest Yankee patriot -- ""the colossus of independence,"" as Thomas Jefferson called him -- who spared nothing in his zeal for the American Revolution; who rose to become the second President of the United States In this powerful, epic biography, David McCullough unfolds the adventurous life-journey of John Adams, the brilliant, fiercely independent, often irascible, always honest Yankee patriot -- ""the colossus of independence,"" as Thomas Jefferson called him -- who spared nothing in his zeal for the American Revolution; who rose to become the second President of the United States and saved the country from blundering into an unnecessary war; who was learned beyond all but a few and regarded by some as ""out of his senses""; and whose marriage to the wise and valiant Abigail Adams is one of the moving love stories in American history. Like his masterly, Pulitzer Prize-winning biography Truman, David McCullough's John Adams has the sweep and vitality of a great novel. It is both a riveting portrait of an abundantly human man and a vivid evocation of his time, much of it drawn from an outstanding collection of Adams family letters and diaries. In particular, the more than one thousand surviving letters between John and Abigail Adams, nearly half of which have never been published, provide extraordinary access to their private lives and make it possible to know John Adams as no other major American of his founding era. As he has with stunning effect in his previous books, McCullough tells the story from within -- from the point of view of the amazing eighteenth century and of those who, caught up in events, had no sure way of knowing how things would turn out. George Washington, Benjamin Franklin, John Jay, the British spy Edward Bancroft, Madame Lafayette and Jefferson's Paris ""interest"" Maria Cosway, Alexander Hamilton, James Madison, the scandalmonger James Callender, Sally Hemings, John Marshall, Talleyrand, and Aaron Burr all figure in this panoramic chronicle, as does, importantly, John Quincy Adams, the adored son whom Adams would live to see become President. Crucial to the story, as it was to history, is the relationship between Adams and Jefferson, born opposites -- one a Massachusetts farmer's son, the other a Virginia aristocrat and slaveholder, one short and stout, the other tall and spare. Adams embraced conflict; Jefferson avoided it. Adams had great humor; Jefferson, very little. But they were alike in their devotion to their country. At first they were ardent co-revolutionaries, then fellow diplomats and close friends. With the advent of the two political parties, they became archrivals, even enemies, in the intense struggle for the presidency in 1800, perhaps the most vicious election in history. Then, amazingly, they became friends again, and ultimately, incredibly, they died on the same day -- their day of days -- July 4, in the year 1826. Much about John Adams's life will come as a surprise to many readers. His courageous voyage on the frigate Boston in the winter of 1778 and his later trek over the Pyrenees are exploits that few would have dared and that few readers will ever forget. It is a life encompassing a huge arc -- Adams lived longer than any president. The story ranges from the Boston Massacre to Philadelphia in 1776 to the Versailles of Louis XVI, from Spain to Amsterdam, from the Court of St. James's, where Adams was the first American to stand before King George III as a representative of the new nation, to the raw, half-finished Capital by the Potomac, where Adams was the first President to occupy the White House. This is history on a grand scale -- a book about politics and war and social issues, but also about human nature, love, religious faith, virtue, ambition, friendship and betrayal, and the far-reaching consequences of noble ideas. Above all, John Adams is an enthralling, often surprising story of one of the most important and fascinating Americans who ever lived. ...more",Add a comment,4.0,0.0,https://books.toscrape.com/media/cache/fd/5f/fd5f36fce14114f5b982e1e69d9a2f69.jpg,Unknown,1
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),"The ultimate one-stop vegetarian cookbook-from the author of the classic How to Cook EverythingHailed as ""a more hip Joy of Cooking"" by the Washington Post, Mark Bittman's award-winning book How to Cook Everything has become the bible for a new generation of home cooks, and the series has more than 1 million copies in print. Now, with How to Cook Everything: Vegetarian, Bi The ultimate one-stop vegetarian cookbook-from the author of the classic How to Cook EverythingHailed as ""a more hip Joy of Cooking"" by the Washington Post, Mark Bittman's award-winning book How to Cook Everything has become the bible for a new generation of home cooks, and the series has more than 1 million copies in print. Now, with How to Cook Everything: Vegetarian, Bittman has written the definitive guide to meatless meals-a book that will appeal to everyone who wants to cook simple but delicious meatless dishes, from health-conscious omnivores to passionate vegetarians.How to Cook Everything: Vegetarian includes more than 2,000 recipes and variations-far more than any other vegetarian cookbook. As always, Bittman's recipes are refreshingly straightforward, resolutely unfussy, and unfailingly delicious-producing dishes that home cooks can prepare with ease and serve with confidence. The book covers the whole spectrum of meatless cooking-including salads, soups, eggs and dairy, vegetables and fruit, pasta, grains, legumes, tofu and other meat substitutes, breads, condiments, desserts, and beverages. Special icons identify recipes that can be made in 30 minutes or less and in advance, as well as those that are vegan. Illustrated throughout with handsome line illustrations and brimming with Bittman's lucid, opinionated advice on everything from selecting vegetables to preparing pad Thai, How to Cook Everything: Vegetarian truly makes meatless cooking more accessible than ever.Praise for How to Cook Everything Vegetarian""Mark Bittman's category lock on definitive, massive food tomes continues with this well-thought-out ode to the garden and beyond. Combining deep research, tasty information, and delicious easy-to-cook recipes is Mark's forte and everything I want to cook is in here, from chickpea fries to cheese soufflés.""—Mario Batali, chef, author, and entrepreneur""How do you make an avid meat eater (like me) fall in love with vegetarian cooking? Make Mark Bittman's How to Cook Everything Vegetarian part of your culinary library.""—Bobby Flay, chef/owner of Mesa Grill and Bar Americain and author of the Mesa Grill Cookbook""Recipes that taste this good aren't supposed to be so healthy. Mark Bittman makes being a vegetarian fun.""—Dr. Mehmet Oz, Professor of Surgery, New York-Presbyterian/Columbia Medical Center and coauthor of You: The Owner's Manual ...more",Food and Drink,4.0,0.0,https://books.toscrape.com/media/cache/ca/5f/ca5f20fe544cc311dd126c60c7aa003e.jpg,Unknown,1
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,"Nigella Lawson's How to Be a Domestic Goddess is about not only baking, but the enjoyment of being in the kitchen, taking sensuous pleasure in the entire process, and relishing the outcome. Nigella's deliciously reassuring and mouthwatering cookbook demonstrates that it's not terribly difficult to bake a batch of muffins or a layer cake, but the appreciation and satisfacti Nigella Lawson's How to Be a Domestic Goddess is about not only baking, but the enjoyment of being in the kitchen, taking sensuous pleasure in the entire process, and relishing the outcome. Nigella's deliciously reassuring and mouthwatering cookbook demonstrates that it's not terribly difficult to bake a batch of muffins or a layer cake, but the appreciation and satisfaction they bring are disproportionately high. At last, a book that understands our anxieties, feeds our fantasies, and puts cakes, pies, pastries, breads, and biscuits back into our own kitchens. ...more",Food and Drink,2.0,0.0,https://books.toscrape.com/media/cache/3b/67/3b673813904dce654eee394b9d308cfc.jpg,Unknown,2
Good in Bed (Cannie Shapiro #1),"For twenty-eight years, things have been tripping along nicely for Cannie Shapiro. Sure, her mother has come charging out of the closet, and her father has long since dropped out of her world. But she loves her friends, her rat terrier, Nifkin, and her job as pop culture reporter for The Philadelphia Examiner. She's even made a tenuous peace with her plus-size body. But For twenty-eight years, things have been tripping along nicely for Cannie Shapiro. Sure, her mother has come charging out of the closet, and her father has long since dropped out of her world. But she loves her friends, her rat terrier, Nifkin, and her job as pop culture reporter for The Philadelphia Examiner. She's even made a tenuous peace with her plus-size body. But the day she opens up a national women's magazine and sees the words ""Loving a Larger Woman"" above her ex-boyfriend's byline, Cannie is plunged into misery...and the most amazing year of her life. From Philadelphia to Hollywood and back home again, she charts a new course for herself: mourning her losses, facing her past, and figuring out who she is and who she can become.Librarian's note: please see this edition for an alternative cover. ...more",Add a comment,5.0,0.0,https://books.toscrape.com/media/cache/a5/7a/a57a35a22d7a06fa9987121e4883e4de.jpg,Unknown,1
"Fruits Basket, Vol. 7 (Fruits Basket #7)","Tohru and company have been having a lot more fun ever since Kisa came to visit. Now it's time for Tohru to meet another member of the Zodiac - the skillfully sarcastic grade-school student, Hiro! One way or another, this tyke will have to deal with his resentment of Tohru and his affection for Kisa. Where will he find the answers? In the fabulous 7th volume of the super-p Tohru and company have been having a lot more fun ever since Kisa came to visit. Now it's time for Tohru to meet another member of the Zodiac - the skillfully sarcastic grade-school student, Hiro! One way or another, this tyke will have to deal with his resentment of Tohru and his affection for Kisa. Where will he find the answers? In the fabulous 7th volume of the super-popular Fruits Basket, of course! ...more",Sequential Art,1.0,0.0,https://books.toscrape.com/media/cache/c3/36/c3366ab246bf5e4baec15cdf55915b69.jpg,Unknown,0
For the Love: Fighting for Grace in a World of Impossible Standards,"The popular writer, blogger, and television personality reveals with humor and style how Jesus' extravagant grace is the key to dealing with life's biggest challenge: people.The majority of our joys, struggles, thrills, and heartbreaks relate to people, beginning first with ourselves and then the people we came from, married, birthed, live by, live for, go to church with, The popular writer, blogger, and television personality reveals with humor and style how Jesus' extravagant grace is the key to dealing with life's biggest challenge: people.The majority of our joys, struggles, thrills, and heartbreaks relate to people, beginning first with ourselves and then the people we came from, married, birthed, live by, live for, go to church with, don't like, don't understand, fear, struggle with, compare ourselves to, and judge. People are the best and worst thing about the human life.Jen Hatmaker knows this all too well, and so she reveals how to practice kindness, grace, truthfulness, vision, and love to ourselves and those around us. By doing this, For the Love leads our generation to reimagine Jesus' grace as a way of life, and it does it in a funny yet profound manner that Christian readers will love. Along the way, Hatmaker shows readers how to reclaim their prophetic voices and become Good News again to a hurting, polarized world. ...more",Nonfiction,3.0,0.0,https://books.toscrape.com/media/cache/a9/f4/a9f4d0f649833b477383263a8c5fb217.jpg,Unknown,2
Finding God in the Ruins: How God Redeems Pain,"When the reality of your pain doesn’t line up with what you’ve been taught in church, then what? While many abandon their faith or embrace hopelessness, it is possible to discover the God who heals your heart in the midst of the pain. Matt Bays has been where you are. His unforgettable stories of loss and healing will usher you into a life where gratitude overpowers anger, When the reality of your pain doesn’t line up with what you’ve been taught in church, then what? While many abandon their faith or embrace hopelessness, it is possible to discover the God who heals your heart in the midst of the pain. Matt Bays has been where you are. His unforgettable stories of loss and healing will usher you into a life where gratitude overpowers anger, hope overcomes despair, and hunger for God replaces indifference to God. With a fresh and original writing style, Bays demonstrates that true redemption is far more powerful than the temporary fixes of sanitized Christianity. ...more",Nonfiction,2.0,0.0,https://books.toscrape.com/media/cache/da/0f/da0f0c01b1b9819fa7cb5e27a295351f.jpg,Unknown,2
Every Heart a Doorway (Every Heart A Doorway #1),"Eleanor West’s Home for Wayward ChildrenNo SolicitationsNo VisitorsNo QuestsChildren have always disappeared under the right conditions; slipping through the shadows under a bed or at the back of a wardrobe, tumbling down rabbit holes and into old wells, and emerging somewhere... else.But magical lands have little need for used-up miracle children.Nancy tumbled once, but n Eleanor West’s Home for Wayward ChildrenNo SolicitationsNo VisitorsNo QuestsChildren have always disappeared under the right conditions; slipping through the shadows under a bed or at the back of a wardrobe, tumbling down rabbit holes and into old wells, and emerging somewhere... else.But magical lands have little need for used-up miracle children.Nancy tumbled once, but now she’s back. The things she’s experienced... they change a person. The children under Miss West’s care understand all too well. And each of them is seeking a way back to their own fantasy world.But Nancy’s arrival marks a change at the Home. There’s a darkness just around each corner, and when tragedy strikes, it’s up to Nancy and her new-found schoolmates to get to the heart of the matter.No matter the cost. ...more",Fantasy,5.0,0.0,https://books.toscrape.com/media/cache/b8/d7/b8d7eab895dac4551905c5f85849bb32.jpg,Unknown,1
Delivering the Truth (Quaker Midwife Mystery #1),"Quaker midwife Rose Carroll hears secrets and keeps confidences as she attends births of the rich and poor alike in an 1888 Massachusetts mill town. When the town’s world-famed carriage industry is threatened by the work of an arsonist, and a carriage factory owner’s adult son is stabbed to death with Rose's own knitting needle, she is drawn into solving the mystery. Thing Quaker midwife Rose Carroll hears secrets and keeps con­fi­dences as she attends births of the rich and poor alike in an 1888 Massachusetts mill town. When the town’s world-famed car­riage indus­try is threat­ened by the work of an arson­ist, and a car­riage fac­tory owner’s adult son is stabbed to death with Rose's own knitting needle, she is drawn into solv­ing the mys­tery. Things get dicey after the same owner’s mis­tress is also mur­dered, leav­ing her one-week-old baby with­out a mother. The Quaker poet and abolitionist John Greenleaf Whittier helps Rose by lending words of advice and support. While strug­gling with being less than the per­fect Friend, Rose draws on her strengths as a counselor and prob­lem solver to bring two mur­der­ers to justice before they destroy the town’s carriage industry and the people who run it. ...more",Mystery,4.0,0.0,https://books.toscrape.com/media/cache/5c/8a/5c8acde540a88aed464ab5c52bafcd83.jpg,Unknown,1
Counted With the Stars (Out from Egypt #1),"A Story of Love, Desperation, and Hope During a Great Biblical EpochSold into slavery by her father and forsaken by the man she was supposed to marry, young Egyptian Kiya must serve a mistress who takes pleasure in her humiliation. When terrifying plagues strike Egypt, Kiya is in the middle of it all.To save her older brother and escape the bonds of slavery, Kiya flees wit A Story of Love, Desperation, and Hope During a Great Biblical EpochSold into slavery by her father and forsaken by the man she was supposed to marry, young Egyptian Kiya must serve a mistress who takes pleasure in her humiliation. When terrifying plagues strike Egypt, Kiya is in the middle of it all.To save her older brother and escape the bonds of slavery, Kiya flees with the Hebrews during the Great Exodus. She finds herself utterly dependent on a fearsome God she's only just beginning to learn about, and in love with a man who despises her people. With everything she's ever known swept away, will Kiya turn back toward Egypt or surrender her life and her future to Yahweh? ...more",Christian Fiction,5.0,0.0,https://books.toscrape.com/media/cache/33/93/339372341b88e027734e97fa1ddb26fc.jpg,Unknown,1
"Chronicles, Vol. 1","""I'd come from a long ways off and had started a long ways down. But now destiny was about to manifest itself. I felt like it was looking right at me and nobody else."" So writes Bob Dylan in Chronicles: Volume One, his remarkable book exploring critical junctures in his life and career. Through Dylan's eyes and open mind, we see Greenwich Village, circa 1961, when he first ""I'd come from a long ways off and had started a long ways down. But now destiny was about to manifest itself. I felt like it was looking right at me and nobody else."" So writes Bob Dylan in Chronicles: Volume One, his remarkable book exploring critical junctures in his life and career. Through Dylan's eyes and open mind, we see Greenwich Village, circa 1961, when he first arrives in Manhattan. Dylan's New York is a magical city of possibilities -- smoky, nightlong parties; literary awakenings; transient loves and unbreakable friendships. Elegiac observations are punctuated by jabs of memories, penetrating and tough. With the book's side trips to New Orleans, Woodstock, Minnesota and points west, Chronicles: Volume One is an intimate and intensely personal recollection of extraordinary times.By turns revealing, poetical, passionate and witty, Chronicles: Volume One is a mesmerizing window on Bob Dylan's thoughts and influences. Dylan's voice is distinctively American: generous of spirit, engaged, fanciful and rhythmic. Utilizing his unparalleled gifts of storytelling and the exquisite expressiveness that are the hallmarks of his music, Bob Dylan turns Chronicles: Volume One into a poignant reflection on life, and the people and places that helped shape the man and the art. ...more",Music,2.0,0.0,https://books.toscrape.com/media/cache/df/bd/dfbd53a5c4bcb1bf676bf2a86335adbb.jpg,Unknown,2
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,"""I never liked jazz music because jazz music doesn't resolve. I used to not like God because God didn't resolve. But that was before any of this happened."" ―Donald MillerIn Donald Miller's early years, he was vaguely familiar with a distant God. But when he came to know Jesus Christ, he pursued the Christian life with great zeal. Within a few years he had a successful mini ""I never liked jazz music because jazz music doesn't resolve. I used to not like God because God didn't resolve. But that was before any of this happened."" ―Donald MillerIn Donald Miller's early years, he was vaguely familiar with a distant God. But when he came to know Jesus Christ, he pursued the Christian life with great zeal. Within a few years he had a successful ministry that ultimately left him feeling empty, burned out, and, once again, far away from God. In this intimate, soul-searching account, Miller describes his remarkable journey back to a culturally relevant, infinitely loving God.For anyone wondering if the Christian faith is still relevant in a postmodern culture.For anyone thirsting for a genuine encounter with a God who is real.For anyone yearning for a renewed sense of passion in  life.Blue Like Jazz is a fresh and original perspective on life, love, and redemption. ...more",Christian,1.0,0.0,https://books.toscrape.com/media/cache/98/4a/984ab50781e05461a753923eaba33e58.jpg,Unknown,0
Benjamin Franklin: An American Life,"Benjamin Franklin is the Founding Father who winks at us. An ambitious urban entrepreneur who rose up the social ladder, from leather-aproned shopkeeper to dining with kings, he seems made of flesh rather than of marble. In bestselling author Walter Isaacson's vivid and witty full-scale biography, we discover why Franklin seems to turn to us from history's stage with eyes Benjamin Franklin is the Founding Father who winks at us. An ambitious urban entrepreneur who rose up the social ladder, from leather-aproned shopkeeper to dining with kings, he seems made of flesh rather than of marble. In bestselling author Walter Isaacson's vivid and witty full-scale biography, we discover why Franklin seems to turn to us from history's stage with eyes that twinkle from behind his new-fangled spectacles. By bringing Franklin to life, Isaacson shows how he helped to define both his own time and ours. He was, during his 84-year life, America's best scientist, inventor, diplomat, writer, and business strategist, and he was also one of its most practical -- though not most profound -- political thinkers. He proved by flying a kite that lightning was electricity, and he invented a rod to tame it. He sought practical ways to make stoves less smoky and commonwealths less corrupt. He organized neighborhood constabularies and international alliances, local lending libraries and national legislatures. He combined two types of lenses to create bifocals and two concepts of representation to foster the nation's federal compromise. He was the only man who shaped all the founding documents of America: the Albany Plan of Union, the Declaration of Independence, the treaty of alliance with France, the peace treaty with England, and the Constitution. And he helped invent America's unique style of homespun humor, democratic values, and philosophical pragmatism. But the most interesting thing that Franklin invented, and continually reinvented, was himself. America's first great publicist, he was, in his life and in his writings, consciously trying to create a new American archetype. In the process, he carefully crafted his own persona, portrayed it in public, and polished it for posterity. Through it all, he trusted the hearts and minds of his fellow ""leather-aprons"" more than he did those of any inbred elite. He saw middle-class values as a source of social strength, not as something to be derided. His guiding principle was a ""dislike of everything that tended to debase the spirit of the common people."" Few of his fellow founders felt this comfort with democracy so fully, and none so intuitively. In this colorful and intimate narrative, Isaacson provides the full sweep of Franklin's amazing life, from his days as a runaway printer to his triumphs as a statesman, scientist, and Founding Father. He chronicles Franklin's tumultuous relationship with his illegitimate son and grandson, his practical marriage, and his flirtations with the ladies of Paris. He also shows how Franklin helped to create the American character and why he has a particular resonance in the twenty-first century. ...more",Biography,3.0,0.0,https://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,Unknown,2
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others","Paris, near the turn of 1933. Three young friends meet over apricot cocktails at the Bec-de-Gaz bar on the rue Montparnasse. They are Jean-Paul Sartre, Simone de Beauvoir and their friend Raymond Aron, who opens their eyes to a radical new way of thinking. Pointing to his drink, he says, 'You can make philosophy out of this cocktail!'From this moment of inspiration, Sartre Paris, near the turn of 1933. Three young friends meet over apricot cocktails at the Bec-de-Gaz bar on the rue Montparnasse. They are Jean-Paul Sartre, Simone de Beauvoir and their friend Raymond Aron, who opens their eyes to a radical new way of thinking. Pointing to his drink, he says, 'You can make philosophy out of this cocktail!'From this moment of inspiration, Sartre will create his own extraordinary philosophy of real, experienced life – of love and desire, of freedom and being, of cafés and waiters, of friendships and revolutionary fervour. It is a philosophy that will enthral Paris and sweep through the world, leaving its mark on post-war liberation movements, from the student uprisings of 1968 to civil rights pioneers.At the Existentialist Café tells the story of modern existentialism as one of passionate encounters between people, minds and ideas. From the ‘king and queen of existentialism' – Sartre and de Beauvoir – to their wider circle of friends and adversaries including Albert Camus, Martin Heidegger, Maurice Merleau-Ponty and Iris Murdoch, this book is an enjoyable and original journey through a captivating intellectual movement. Weaving biography and thought, Sarah Bakewell takes us to the heart of a philosophy about life that also changed lives, and that tackled the biggest questions of all: what we are and how we are to live. ...more",Philosophy,5.0,0.0,https://books.toscrape.com/media/cache/ce/da/ceda6d577d0609261f997bd99872013b.jpg,Unknown,1
A Summer In Europe,"On her thirtieth birthday, Gwendolyn Reese receives an unexpected present from her widowed Aunt Bea: a grand tour of Europe in the company of Bea's Sudoku and Mahjongg Club. The prospect isn't entirely appealing. But when the gift she is expecting--an engagement ring from her boyfriend--doesn't materialize, Gwen decides to go. At first, Gwen approaches the trip as if it's On her thirtieth birthday, Gwendolyn Reese receives an unexpected present from her widowed Aunt Bea: a grand tour of Europe in the company of Bea's Sudoku and Mahjongg Club. The prospect isn't entirely appealing. But when the gift she is expecting--an engagement ring from her boyfriend--doesn't materialize, Gwen decides to go. At first, Gwen approaches the trip as if it's the math homework she assigns her students, diligently checking monuments off her must-see list. But amid the bougainvillea and stunning vistas of southern Italy, something changes. Gwen begins to live in the moment--skipping down stone staircases in Capri, running her fingers over a glacier in view of the Matterhorn, racing through the Louvre, and taste-testing pastries at a Marseilles cafe. Reveling in every new experience--especially her attraction to a charismatic British physics professor--Gwen discovers that the ancient wonders around her are nothing compared to the renaissance unfolding within. . . ""A thinking woman's love story, it swept me away to breathtaking places with a cast of endearing characters I won't soon forget. Bravissima!"" Susan McBride, author of ""Little Black Dress"" Praise for Marilyn Brant's According to Jane ""A warm, witty and charmingly original story."" --Susan Wiggs, ""New York Times "" bestselling author ""Brant infuses her sweetly romantic and delightfully clever tale with just the right dash of Austen-esque wit."" ""Chicago Tribune"" ""An engaging read for all who have been through the long, dark, dating wars, and still believe there's sunshine, and a Mr. Darcy, at the end of the tunnel."" --Cathy Lamb, author of ""Such a Pretty Face"""" ...more",Travel,2.0,0.0,https://books.toscrape.com/media/cache/6c/e3/6ce3003931701c7a3fd5354917538ea9.jpg,Unknown,2
A Short History of Nearly Everything,"In Bryson's biggest book, he confronts his greatest challenge: to understand—and, if possible, answer—the oldest, biggest questions we have posed about the universe and ourselves. Taking as territory everything from the Big Bang to the rise of civilization, Bryson seeks to understand how we got from there being nothing at all to there being us. To that end, he has attached In Bryson's biggest book, he confronts his greatest challenge: to understand—and, if possible, answer—the oldest, biggest questions we have posed about the universe and ourselves. Taking as territory everything from the Big Bang to the rise of civilization, Bryson seeks to understand how we got from there being nothing at all to there being us. To that end, he has attached himself to a host of the world’s most advanced (and often obsessed) archaeologists, anthropologists, and mathematicians, travelling to their offices, laboratories, and field camps. He has read (or tried to read) their books, pestered them with questions, apprenticed himself to their powerful minds. A Short History of Nearly Everything is the record of this quest, and it is a sometimes profound, sometimes funny, and always supremely clear and entertaining adventure in the realms of human knowledge, as only Bill Bryson can render it. Science has never been more involving or entertaining. ...more",History,5.0,0.0,https://books.toscrape.com/media/cache/17/aa/17aa3d17bae02fa1d0e2a831c0c0e58b.jpg,Unknown,1
A Gathering of Shadows (Shades of Magic #2),"It has been four months since a mysterious obsidian stone fell into Kell's possession. Four months since his path crossed with Delilah Bard. Four months since Prince Rhy was wounded, and since the nefarious Dane twins of White London fell, and four months since the stone was cast with Holland's dying body through the rift – back into Black London.Now, restless after having It has been four months since a mysterious obsidian stone fell into Kell's possession. Four months since his path crossed with Delilah Bard. Four months since Prince Rhy was wounded, and since the nefarious Dane twins of White London fell, and four months since the stone was cast with Holland's dying body through the rift – back into Black London.Now, restless after having given up his smuggling habit, Kell is visited by dreams of ominous magical events, waking only to think of Lila, who disappeared from the docks as she always meant to do. As Red London finalizes preparations for the Element Games – an extravagant international competition of magic meant to entertain and keep healthy the ties between neighboring countries – a certain pirate ship draws closer, carrying old friends back into port.And while Red London is caught up in the pageantry and thrills of the Games, another London is coming back to life. After all, a shadow that was gone in the night will reappear in the morning. But the balance of magic is ever perilous, and for one city to flourish, another London must fall. ...more",Fantasy,4.0,0.0,https://books.toscrape.com/media/cache/c3/1a/c31af6fddfa452d9d746a599f35dcc01.jpg,Unknown,1
